Current_Word,Next_Word,Levenshtein_distance
Fogg,broadband,8
personal,technology,8
technology,balked,9
broadband,personal,8
analyst,Jupiter,7
Jupiter,Research,8
Research,agreed,7
The,Macworld,8
difference,games,9
fragmented,said,8
said,Jonny,5
It's,deeply,6
twohorse,race,7
race,it's,4
it's,good,4
seven,eighthorse,10
eighthorse,race,9
race,it's,4
Mr,Evans,5
Fogg,broadband,8
said,Jonny,5
consumers,They,8
careful,buying,7
buying,Interest,8
digital,music,6
content,control,3
ensure,play,6
play,individual,9
devices,"reaction

His",10
He,said,4
said,Jonny,5
currently,small,8
incompatibilities,DRM,17
DRM,system,6
families,Although,8
Although,Mac,8
initiatives,Microsoft's,10
Microsoft's,Plays,10
Plays,Sure,5
Sure,program,6
program,help,7
help,Apple,4
remove,uncertainty,10
uncertainty,said,9
said,Jonny,5
life,likely,3
likely,pair,6
confusing,consumers,5
consumers,They,8
time,"come

Shelley",11
"come

Shelley",Taylor,12
Taylor,analyst,6
analyst,Jupiter,7
author,report,5
report,online,6
online,stores,6
music,movies,4
services,said,6
said,Jonny,5
locks,limits,4
limits,digital,4
digital,music,6
files,Direct,4
maximise,cash,6
cash,"allows

It's",11
firms,developing,10
consumers,They,8
Apple's,store,6
iTunes,iPhoto,5
service,firm,6
perfect,example,7
example,said,6
said,Jonny,5
Although,Mac,8
iTunes,iPhoto,5
hugely,successful,8
successful,Apple,9
Apple,Mac,5
justify,existence,7
existence,help,8
help,Apple,4
sell,£339,4
iPods,"said

She",8
"said

She",said,5
said,Jonny,5
rampant,competition,8
competition,online,9
online,stores,6
music,movies,4
services,said,6
230,according,9
according,PC,9
recent,figures,7
figures,drive,6
drive,memory,6
openness,freer,6
freer,file,3
file,formats,6
formats,In,7
It,sale,4
works,"should

Once",11
consumer,devices,7
needs,win,5
win,fans,3
long,way,4
run,It's,4
said,Jonny,5
services,said,6
win,fans,3
long,way,4
run,It's,4
ones,listen,5
listen,consumers,7
consumers,They,8
earliest,Ms,7
Ms,Taylor,6
Taylor,analyst,6
said,Jonny,5
limits,digital,4
legal,download,7
download,known,6
services,said,6
place,home,4
files,Direct,4
help,Apple,4
explain,continuing,8
continuing,popularity,8
popularity,filesharing,8
filesharing,systems,10
systems,experts,6
let,consumers,8
people,expect,5
hold,pull,3
pirated,pop,6
pop,People,4
People,want,6
want,upgrade,6
portability,said,9
said,Jonny,5
peertopeer,pirates,7
100%,portability,11
portability,said,9
Cory,Doctorow,6
Doctorow,European,8
European,coordinator,9
coordinator,Electronic,11
Electronic,Frontier,8
Frontier,Foundation,6
Foundation,campaigns,8
campaigns,consumers,7
consumers,They,8
cyberrights,issues,10
issues,expressed,7
expressed,doubts,8
doubts,Marlin,6
Marlin,Joint,5
system,software,6
achieve,aims,5
aims,Not,4
Not,systems,6
systems,experts,6
prevented,piracy,8
piracy,peertopeer,8
illegal,copying,7
copying,The,7
said,Jonny,5
He,said,4
said,Jonny,5
firms,developing,10
readily,admit,5
admit,DRM,5
DRM,system,6
systems,experts,6
little,protection,8
protection,skilled,10
skilled,attackers,8
attackers,organised,8
organised,Direct,8
crime,gangs,5
gangs,responsible,10
responsible,piracy,10
piracy,peertopeer,8
Instead,said,5
said,Jonny,5
Mr,Evans,5
Doctorow,European,8
DRM,system,6
systems,experts,6
intended,control,7
control,digital,6
group,test,5
electronics,firms,9
firms,developing,10
hold,pull,3
,majority,8
consumers,They,8
The,Macworld,8
studios,labels,6
labels,perceive,7
perceive,opportunity,8
opportunity,sell,11
sell,£339,4
media,server,5
,majority,8
iPod,owners,6
version,auto,6
auto,firms,5
version,auto,6
American,UK,8
UK,$499,4
version,auto,6
ringtone,version,6
version,auto,6
"on
",Mobiles,6
Mobiles,set,6
set,central,5
visual,"radio

The",9
"radio

The",growth,8
growth,mobile,6
mobile,environments,10
phone,market,5
market,Mac,5
past,said,3
decade,astonishing,11
astonishing,ability,8
ability,communicate,9
communicate,reason,10
reason,hooked,6
hooked,Games,5
Games,cameras,3
cameras,music,6
music,movies,4
players,speaking,6
added,extra,5
handsets,years,7
years,market,5
2005,big,4
big,"success

He",11
innovation,won't,8
won't,able,5
change,"quickly

Nick",12
mobile,environments,10
phone,market,5
habits,,6
,majority,8
alter,way,5
way,help,4
listen,consumers,7
radio,Finnish,6
Finnish,handset,6
handset,giant,5
giant,Nokia,5
Nokia,working,4
working,Apple,7
technology,balked,9
called,Underground,10
Visual,Radio,6
Radio,takes,4
takes,existing,8
existing,FM,8
FM,signal,6
signal,radio,6
radio,Finnish,6
station,enables,6
enables,station,6
station,enables,6
add,low,3
enhancements,information,11
information,millions,9
pictures,It,7
It,sale,4
time,"come

Shelley",11
idea,it's,3
suggested,,9
,majority,8
early,days,4
days,Apple,5
DAB,Digital,6
Digital,Gridlock,7
Radio,takes,4
similar,intentions,9
intentions,saw,10
saw,light,5
light,"day

One",8
"day

One",problem,8
problem,Visual,7
Visual,Radio,6
Radio,takes,4
leads,people,5
people,expect,5
think,fundamentally,12
television,Reidar,8
Reidar,Wasenius,7
Wasenius,senior,4
senior,project,7
project,manager,7
manager,Nokia,7
Nokia,working,4
adamant,Visual,6
Visual,Radio,6
Radio,takes,4
confused,traditional,11
traditional,medium,9
medium,He,5
He,said,4
said,Jonny,5
I'm,happy,5
happy,it's,5
it's,good,4
television,Reidar,8
we're,talking,7
talking,enhancement,9
enhancement,radio,10
radio,Finnish,6
know,viruses,7
today,If,5
If,don't,5
Visual,Radio,6
Radio,takes,4
enabled,handset,6
handset,giant,5
hear,artist,6
artist,don't,5
don't,think,5
know,viruses,7
there's,competition,10
competition,online,9
vote,you'd,4
you'd,like,5
like,Apple,4
participate,pull,10
pull,tricks,6
handset,giant,5
click,turn,5
turn,visual,5
visual,"radio

The",9
channel,parallel,5
parallel,onair,7
onair,broadcast,7
broadcast,you've,8
you've,listening,9
listening,asking,5
"to

That",visual,7
visual,"radio

The",9
channel,parallel,5
run,It's,4
computer,market,6
radio,Finnish,6
station,enables,6
sends,different,8
different,"features



A",11
kinds,basic,5
information,millions,9
handset,giant,5
depending,listening,5
listening,asking,5
As,Gavin,5
details,track,6
track,Elvis,5
artist,don't,5
particular,song,10
song,movie,4
ability,communicate,9
interact,immediately,8
immediately,radio,9
radio,Finnish,6
station,enables,6
similar,intentions,9
way,help,4
digital,music,6
television's,red,11
red,button,6
button,"content

Possible",14
"content

Possible",interactive,12
interactive,content,8
content,control,3
includes,iTunes,4
competitions,votes,9
votes,chance,6
chance,rate,4
rate,song,4
song,movie,4
playing,But,7
But,said,4
interactive,content,8
aspect,service,6
service,firm,6
especially,PC,10
attractive,radio,7
radio,Finnish,6
stations,able,7
able,start,5
track,Elvis,5
number,auto,5
people,expect,5
taking,hands,5
activities,realtime,8
realtime,basis,6
basis,This,3
This,turn,4
turn,visual,5
lead,additional,9
additional,source,10
source,revenue,6
revenue,likely,6
likely,pair,6
advertisers,keen,9
keen,PC,4
exploit,new,7
new,products,8
opportunities,reach,12
reach,Apple,5
"listeners

As",Visual,11
Visual,Radio,6
Radio,takes,4
content,control,3
transmitted,existing,9
existing,FM,8
GPRS,technology,10
technology,balked,9
need,second,4
service,firm,6
enabled,handset,6
network,security,7
And,bigger,6
cost,small,5
service,firm,6
depend,usage,6
usage,If,5
If,don't,5
enjoy,entire,4
visual,"radio

The",9
channel,parallel,5
occasionally,interact,11
interact,immediately,8
it'll,pounds,6
pounds,month,4
month,said,5
said,Jonny,5
Mr,Evans,5
Wasenius,senior,4
But,said,4
typically,happening,8
happening,operator,8
operator,offering,6
offering,package,8
package,software,6
deal,'all,3
'all,eat',3
eat',arrangement,10
arrangement,month,9
month,said,5
The,Macworld,8
payment,system,6
system,software,6
similar,intentions,9
way,help,4
broadband,personal,8
internet,surfing,7
works,"should

Once",11
versus,dialup,5
dialup,connections,11
connections,Ethernet,10
One,dissenting,9
thing,sure,5
sure,parts,4
,majority,8
assuming,Nokia,7
Nokia,working,4
retains,market,7
market,Mac,5
share,desktop,6
handsets,years,7
estimating,100,10
100,gigabytes,9
million,Visual,6
Visual,Radio,6
Radioenabled,mobile,9
mobile,environments,10
phones,circulation,11
circulation,end,11
end,making,5
2006,Basically,9
Basically,Visual,6
Visual,Radio,6
Radio,takes,4
revolutionary,evolution,4
evolution,providing,7
providing,tools,8
tools,media,5
people,expect,5
participate,pull,10
radio,Finnish,6
easily,upgradeable,9
"before

The",Visual,11
Visual,Radio,6
Radio,takes,4
service,firm,6
UK,$499,4
begin,dwindle,6
months,time,6
time,"come

Shelley",11
Virgin,Radio,5
Radio,takes,4
positive,impact,8
impact,listeners,8
listeners,Station,8
Station,manager,7
manager,Nokia,7
Steve,Taylor,6
Taylor,analyst,6
commented,Listeners,7
Listeners,interact,6
interact,immediately,8
radio,Finnish,6
station,enables,6
new,products,8
way,help,4
Not,systems,6
listeners,Station,8
information,millions,9
music,movies,4
play,individual,9
means,fewer,4
instantly,purchase,9
purchase,things,7
things,easy,6
like;,mp3,5
mp3,music,4
music,movies,4
downloads,latest,8
latest,gig,6
gig,tickets,6
tickets,Initially,8
Initially,Visual,6
Visual,Radio,6
Radio,takes,4
functionality,limited,11
limited,budget,6
Nokia,working,4
handsets,years,7
soon,,4
,majority,8
3230,7710,3
7710,,4
,majority,8
successful,Apple,9
likely,pair,6
manufacturers,going,13
want,upgrade,6
join,"them

Listen",10
"them

Listen",interview,10
interview,Radio,8
Radio,takes,4
Five,homes,4
Live,"website
",6
"website
",Gamers,8
Gamers,drive,6
drive,memory,6
"highdefinition

TV",films,16
films,car,5
games,Even,4
gearing,time,6
time,"come

Shelley",11
revolution,transform,10
transform,quality,8
quality,"screens

It",11
"screens

It",called,10
called,Underground,10
highdefinition,,14
,majority,8
HD,short,5
short,media,5
,majority,8
hugely,successful,8
popular,Apple,5
Japan,US,5
US,Adding,6
It,sale,4
set,central,5
according,PC,9
analysts,Mac,7
images,people,6
CDs,sound,5
sound,graphics,8
Different,equipment,6
equipment,able,8
able,start,5
receive,HD,7
HD,short,5
signals,needed,7
needed,Mac,6
expensive,compared,9
But,said,4
Europe's,gamers,6
gamers,early,5
early,days,4
adopters,drive,6
drive,memory,6
demand,According,8
Europeans,wait,8
wait,2006,4
2006,Basically,9
mainstream,"HDTV

To",10
"HDTV

To",view,8
view,needs,4
needs,win,5
transmitted,existing,9
HD,short,5
format,people,6
people,expect,5
need,second,4
special,receivers,7
receivers,displays,8
displays,handle,7
handle,3D,6
highquality,resolution,9
resolution,The,10
The,Macworld,8
generation,consoles,9
consoles,expected,7
expected,PC,8
start,buying,6
appearing,end,7
end,making,5
2005,big,4
start,buying,6
2006,Basically,9
And,bigger,6
new,products,8
computer,market,6
displays,handle,7
plasma,sets,5
sets,capable,7
capable,handling,7
handling,highresolution,11
highresolution,pictures,11
pictures,It,7
In,total,5
generation,consoles,9
consoles,expected,7
HD,short,5
support,wireless,8
mandatory,Dr,8
Dr,Mark,3
Mark,Tuffy,5
Tuffy,games,5
games,Even,4
systems,experts,6
director,digital,5
digital,music,6
content,control,3
firm,The,4
THX,told,4
told,BBC,4
BBC,News,4
News,website,5
website,It,6
Every,years,4
game,going,4
going,absolutely,9
playable,HD,8
HD,short,5
So,consumers,8
consumers,They,8
gone,spent,4
spent,money,5
money,stick,5
HDTVs,content,7
content,control,3
watch,going,5
going,absolutely,9
blown,away,5
away,highdetail,9
highdetail,pictures,9
pictures,It,7
It's,deeply,6
going,absolutely,9
change,"quickly

Nick",12
way,help,4
look,place,4
"gaming

At",end,9
end,making,5
year,Chris,5
Chris,Deering,5
Deering,Sony's,7
Sony's,European,7
European,coordinator,9
president,business,6
prediction,20,10
20,million,7
million,Visual,6
European,coordinator,9
households,HDTV,10
HDTV,sets,4
sets,capable,7
2008,A,4
A,previous,8
previous,prediction,6
prediction,20,10
analysts,Mac,7
Datamonitor,figure,10
figure,46,6
46,million,7
million,Visual,6
2008,A,4
increase,basic,7
estimated,50000,9
50000,sets,5
sets,capable,7
end,making,5
2003,But,4
But,said,4
Europe,little,5
little,protection,8
point,buying,4
buying,Interest,8
expensive,compared,9
bit,technology,10
technology,balked,9
,majority,8
£2000,,5
,majority,8
programmes,films,8
films,car,5
watch,going,5
Satellite,broadcaster,9
broadcaster,BSkyB,11
BSkyB,planning,8
planning,HDTV,8
HDTV,sets,4
services,said,6
2006,Basically,9
BBC,News,4
intends,produce,7
produce,content,7
content,control,3
HD,short,5
"2010

Until",broadcast,10
broadcast,you've,8
rights,management,9
format,people,6
standards,,9
,majority,8
practicalities,updating,11
updating,equipment,8
equipment,able,8
,majority,8
agreed,Mac,6
TV,screen,6
content,control,3
limited,budget,6
All,TV,3
TV,screen,6
images,people,6
pixels,screen,5
screen,storage,5
scan,lines,5
lines,screen,5
screen,storage,5
Most,standard,8
standard,video,7
UK,$499,4
TV,screen,6
pictures,It,7
625,lines,5
lines,screen,5
700,pixels,6
pixels,screen,5
HD,short,5
offers,1080,6
1080,active,6
active,lines,5
lines,screen,5
line,1920,4
1920,pixels,6
pixels,screen,5
This,turn,4
means,fewer,4
picture,times,6
times,The,4
sharp,standard,5
standard,video,7
TV,screen,6
Probably,UK,8
UK,$499,4
gaming,internet,7
going,absolutely,9
thing,sure,5
going,absolutely,9
able,start,5
'look,TV,5
TV,screen,6
do',HD,3
HD,short,5
adopted,broadcasters,8
broadcasters,explains,10
explains,Dr,8
Dr,Mark,3
Tuffy,games,5
But,said,4
gamers,early,5
ideal,target,6
target,audience,7
audience,HD,8
HD,short,5
crave,better,5
better,network,4
quality,"screens

It",11
graphics,cards,6
immersive,gaming,7
gaming,internet,7
experiences,They,10
They,speculate,8
spending,money,7
money,stick,5
hardware,It's,8
match,game's,5
game's,requirements,9
requirements,Demographics,9
Demographics,changed,11
changed,perception,9
sweet,spot,3
spot,games,5
games,Even,4
industry,experts,7
gamer,late,3
late,20s,4
20s,This,3
This,turn,4
means,fewer,4
likely,pair,6
higher,disposable,9
disposable,incomes,8
incomes,afford,6
afford,price,6
price,it's,5
bigscreen,highdefinition,11
highdefinition,,14
display,keyboard,7
technologies,Gracenote's,9
HD,short,5
projectors,earlier,8
earlier,DRM,7
"others

Higher",capacity,13
capacity,storage,8
storage,Said,6
discs,HDDVD,5
HDDVD,blueray,7
blueray,,7
,majority,8
set,central,5
standard,video,7
round,games,5
games,Even,4
consoles,expected,7
,majority,8
allowing,drivers,8
developers,room,9
room,improve,5
detailed,"graphics

For",12
"graphics

For",console,12
console,developers,8
developers,room,9
HD,short,5
offers,1080,6
production,changes,10
changes,world,7
It,sale,4
games,Even,4
production,changes,10
slightly,expensive,9
expensive,compared,9
thinks,Dr,6
Dr,Mark,3
Tuffy,games,5
But,said,4
crossplatform,development,12
development,US,11
games,Even,4
common,way,6
easily,upgradeable,9
able,start,5
PC,"users

The",10
game,going,4
apply,console,6
console,developers,8
says,Gavin,4
You,find,4
literally,going,9
going,absolutely,9
point,buying,4
Lord,Rings,5
Rings,game,5
game,going,4
example,said,6
going,absolutely,9
closer,closer,0
closer,closer,0
actual,film,6
film,fans,3
especially,PC,10
CGI,stuff,5
stuff,DVD,5
DVD,burner,6
And,bigger,6
transition,cut,9
cut,scene,4
scene,game,4
game,going,4
got,seamless,8
seamless,With,8
With,HD,4
HD,short,5
says,Gavin,4
transition,cut,9
completely,overwhelmed,9
seamless,With,8
quality,"screens

It",11
bigscreen,highdefinition,11
cinema,release,6
release,tiny,7
This,turn,4
herald,increasing,8
increasing,convergence,9
convergence,film,11
film,fans,3
gaming,internet,7
industry,experts,7
But,said,4
generation,consoles,9
games,Even,4
consoles,expected,7
industries,collide,9
collide,At,7
At,point,4
point,buying,4
says,Gavin,4
Dr,Mark,3
Tuffy,games,5
games,Even,4
interactive,content,8
"movies
",How,6
How,greener,7
greener,"computer

The",11
"computer

The",hitech,10
hitech,industry,8
industry,experts,7
starting,environmentally,13
environmentally,aware,13
aware,Bill,5
Bill,Thompson,8
Thompson,thinks,6
thinks,Dr,6
it's,good,4
"time

My",car,8
car,home,4
ran,star,3
star,petrol,5
petrol,pumped,5
pumped,vast,6
