Current_Word,Next_Word,Levenshtein_distance
farmers',organisations,12
organisations,focused,12
Peru,"world

Cepes",11
This,type,4
pilot,scheme,6
project,image,6
keen,coders,5
cloning,potential,7
potential,gives,8
places,underlined,8
underlined,Mr,9
Mr,Negroponte,9
"Saldarriaga

The",Cepes,16
Cepes,Peruvian,7
researcher,recalls,7
recalls,happened,8
happened,Cuyo,8
Cuyo,50family,8
50family,community,7
community,computer,5
electricity,construction,8
construction,local,10
local,organisations,12
telecentre,site,8
site,There,4
There,farmers,5
necessary,proper,8
build,minihydraulic,11
minihydraulic,dam,11
dam,order,4
order,In,5
generate,2kW,8
2kW,worth,5
worth,power,4
power,The,4
computers,home,6
communications,equipment,11
equipment,The,8
cabin,lights,6
lights,It,5
It,dries,5
dark,technicians,10
technicians,realised,9
realised,didn't,8
didn't,light,4
light,kind,4
bulbs,test,5
test,generator,7
generator,turned,8
turned,local,6
local,organisations,12
store,buy,5
buy,antivirus,8
light,kind,4
bulbs,test,5
recalls,happened,8
Carlos,Saldarriaga,9
Saldarriaga,technical,10
The,US,3
logical,answer,7
answer,'we,4
'we,don't,5
don't,sell,5
sell,laptops,7
any',wait,4
wait,morning,6
morning,testing,4
testing,Now,7
Now,wireless,8
wireless,technology,9
network,community,9
Cuyo,50family,8
communities,longer,8
longer,"isolated
",7
"isolated
",Microsoft,9
Microsoft,seeking,9
releases,bumper,7
bumper,"patches

Microsoft",16
"patches

Microsoft",warned,16
warned,PC,6
PC,sale,4
users,Logs,4
update,systems,6
systems,Water,5
latest,series,5
security,manager,8
fixes,flaws,3
flaws,Windows,5
Windows,email,7
"programs

In",monthly,11
monthly,security,7
security,manager,8
bulletin,flagged,7
flagged,critical,8
critical,security,7
security,manager,8
holes,leave,5
leave,PCs,5
PCs,homes,4
open,elections,7
attack,software,6
left,thumb,5
unpatched,The,7
The,US,3
number,we're,5
holes,leave,5
considered,critical,8
critical,security,7
usual,They,5
They,created,6
affect,Windows,7
Windows,email,7
programs,monitor,7
including,sophisticated,12
Internet,Explorer,7
Explorer,IE,8
IE,media,5
media,player,6
player,instant,7
instant,messaging,6
messaging,Four,9
Four,important,8
important,step,8
fixes,flaws,3
released,Microsoft,8
These,elections,8
considered,critical,8
critical,security,7
If,ink,3
updated,automatically,10
automatically,manually,7
manually,PC,8
PC,sale,4
users,Logs,4
running,bricked,7
programs,monitor,7
vulnerable,viruses,8
viruses,malicious,7
malicious,program,9
attacks,designed,8
designed,exploit,7
exploit,holes,6
holes,leave,5
Many,flaws,4
flaws,Windows,5
virus,writers,5
writers,computers,5
computers,home,6
remotely,install,6
install,programs,7
programs,monitor,7
change,delete,5
delete,Microsoft's,10
"data

One",critical,9
critical,security,7
patches,Microsoft,8
Microsoft,seeking,9
available,important,9
important,step,8
fixes,flaws,3
IE,media,5
flaws,Windows,5
Stephen,Toulouse,8
Toulouse,security,8
Microsoft,seeking,9
security,manager,8
manager,Microsoft,9
said,crackdown,7
flaws,Windows,5
known,firm,5
firm,seen,4
seen,experts,6
attacks,designed,8
exploiting,flaw,9
flaw,rule,4
rule,Often,4
Often,critical,7
critical,security,7
flaw,rule,4
announced,spates,8
spates,viruses,5
viruses,malicious,7
follow,home,5
home,work,3
users,Logs,4
businesses,know,9
leave,PCs,5
flaw,rule,4
unpatched,The,7
A,patch,5
patch,fixes,5
fixes,flaws,3
hole,Media,5
Media,Labs,5
Player,Windows,7
Windows,email,7
Messenger,MSN,8
MSN,Messenger,8
Messenger,MSN,8
attacker,use,7
use,ink,3
control,unprotected,9
unprotected,machines,10
machines,png,7
png,files,5
files,Microsoft,7
Microsoft,seeking,9
announces,vulnerabilities,12
vulnerabilities,software,13
software,controls,6
month,The,5
The,US,3
important,step,8
ones,classed,6
classed,critical,7
critical,security,7
Its,latest,4
latest,series,5
releases,bumper,7
came,week,4
week,The,3
company,announced,8
announced,spates,8
buy,antivirus,8
security,manager,8
software,controls,6
maker,Sybari,5
Sybari,Software,5
Software,improve,7
Microsoft's,antispyware,11
plans,offer,5
security,manager,8
"programs
",Virus,7
Virus,poses,4
poses,Christmas,7
Christmas,"email

Security",14
"email

Security",firms,13
firms,look,5
warning,messages,8
Windows,email,7
virus,writers,5
disguising,electronic,10
electronic,Christmas,10
Christmas,"email

Security",14
"card

The",ZafiD,8
ZafiD,virus,5
virus,writers,5
translates,Christmas,8
Christmas,"email

Security",14
greeting,subject,8
subject,line,6
line,language,5
language,person,8
person,street,5
receiving,ballot,9
infected,email,7
email,interception,10
Antivirus,firms,6
firms,look,5
speculate,multilingual,11
multilingual,ability,9
ability,use,7
helping,hand,5
malicious,program,9
program,attempts,8
spread,"it

In",6
widely,watched,6
online,banking,4
Antivirus,firms,6
firm,seen,4
Sophos,said,6
said,crackdown,7
10%,email,5
email,interception,10
currently,beta,7
net,cafe,4
infected,email,7
Zafi,"virus

Like",10
"virus

Like",Windows,10
Windows,email,7
viruses,malicious,7
ZafiD,virus,5
plunders,Microsoft,9
Microsoft,seeking,9
Outlook,email,7
email,interception,10
addresses,uses,6
uses,free,3
mailsending,software,11
software,controls,6
despatch,web,7
web,instance,8
new,technology,9
victims,To,7
To,infected,8
infected,email,7
users,Logs,4
open,elections,7
attachment,Microsoft,9
travelling,message,9
message,bears,5
bears,code,5
code,malicious,7
malicious,program,9
bug,The,3
The,US,3
attachment,Microsoft,9
email,interception,10
poses,Christmas,7
electronic,Christmas,10
Christmas,"email

Security",14
card,opening,7
opening,hours,7
simply,crude,6
crude,image,4
image,ordinary,6
smiley,"faces

The",9
"faces

The",virus',9
virus',subject,7
subject,line,6
line,language,5
says,developing,10
Merry,Christmas,8
Christmas,"email

Security",14
translates,Christmas,8
15,April,5
languages,depending,9
depending,final,8
final,suffix,6
suffix,email,5
email,interception,10
address,infected,8
infected,email,7
message,bears,5
sent,email,5
The,US,3
message,bears,5
body,email,5
email,interception,10
reads,Happy,5
Happy,Holidays,6
Holidays,translated,9
translated,On,9
On,infected,7
infected,email,7
machines,png,7
virus,writers,5
tries,dictate,6
disable,delete,5
antivirus,program,8
firewall,software,6
software,controls,6
opens,backdoor,8
backdoor,PC,8
PC,sale,4
hand,poor,4
control,unprotected,9
writer,virus,5
virus,writers,5
The,US,3
virus,writers,5
thought,remnants,7
spread,"it

In",6
widely,watched,6
South,Africa,6
America,Italy,7
Italy,Spain,4
Spain,Bulgaria,6
Bulgaria,Hungary,4
Hungary,The,7
The,US,3
original,Zafi,7
Zafi,"virus

Like",10
virus,writers,5
appeared,April,6
April,Brussels,7
year,claim,4
We,display,7
seen,experts,6
hoaxes,Christmases,7
Christmases,personally,8
personally,I,10
I,prefer,6
prefer,traditional,10
traditional,companies,10
pen,paper,3
paper,cards,4
cards,recommend,8
recommend,clients,7
clients,said,6
said,crackdown,7
Mikko,Hypponen,7
Hypponen,heads,8
heads,FSecure's,7
FSecure's,antivirus,8
antivirus,program,8
"team
",Apple,5
Apple,laptop,5
laptop,PC,6
'greatest,"gadget'

The",11
"gadget'

The",Apple,11
Apple,laptop,5
Powerbook,100,9
100,chosen,6
chosen,greatest,7
greatest,opposition,9
gadget,time,5
time,Chinese,5
US,government,10
magazine,Mobile,6
Mobile,"PC

The",6
"PC

The",1991,7
1991,laptop,6
laptop,PC,6
chosen,greatest,7
lightweight,portable,10
portable,computers,8
computers,home,6
helped,define,5
define,layout,6
layout,future,6
future,cultural,4
notebook,PCs,8
PCs,homes,4
The,US,3
magazine,Mobile,6
compiled,alltime,6
alltime,100,7
100,chosen,6
list,gadgets,6
gadgets,includes,7
includes,training,8
Sony,Walkman,7
Walkman,number,7
number,we're,5
1956,Zenith,6
Zenith,remote,4
remote,control,7
control,unprotected,9
Gadgets,needed,6
needed,moving,6
moving,parts,6
parts,assembled,9
and/or,electronics,10
electronics,warrant,9
warrant,inclusion,9
inclusion,The,9
The,US,3
magazine,Mobile,6
specified,gadgets,9
gadgets,includes,7
needed,moving,6
selfcontained,apparatus,12
apparatus,subset,8
subset,"device

In",9
"device

In",general,8
general,effort,6
included,items,7
items,potentially,9
potentially,regime,9
mobile,phones,6
said,crackdown,7
"magazine

In",end,11
end,2006,4
tried,heart,5
heart,makes,5
makes,gadget,4
gadget,time,5
gadget,time,5
concluded,The,8
The,US,3
oldest,gadget,4
gadget,time,5
100,chosen,6
abacus,magazine,6
magazine,Mobile,6
dates,190,5
190,AD,3
AD,60th,4
60th,place,5
place,Other,5
Other,rumours,6
preelectronic,gadgets,11
gadgets,includes,7
100,chosen,6
include,sextant,7
sextant,1731,7
1731,59th,4
59th,position,7
position,marine,7
marine,chronometer,8
chronometer,1761,11
1761,42nd,4
42nd,position,8
position,marine,7
Kodak,Brownie,6
Brownie,camera,7
camera,1900,6
1900,28th,4
28th,position,7
position,marine,7
The,US,3
Tivo,personal,7
personal,information,10
video,game,4
recorder,newest,7
newest,device,5
device,stripped,6
10,includes,8
includes,training,8
flash,mp3,5
mp3,player,6
player,instant,7
Diamound,Multimedia,9
Multimedia,successful,9
successful,digital,9
digital,age,6
camera,1900,6
Casio,QV10,5
QV10,mobile,6
mobile,phones,6
phone,upload,4
Motorola,Startac,6
Startac,The,7
The,US,3
popular,China,6
gadget,time,5
moment,Apple,6
Apple,laptop,5
iPod,number,6
number,we're,5
12,list,4
list,gadgets,6
Sony,Walkman,7
transistor,radio,6
radio,number,6
number,we're,5
"13

Sony's",entry,9
entry,20,5
20,CDP101,5
CDP101,CD,4
CD,player,6
player,instant,7
1983,Who,4
Who,forget,6
forget,crystalline,10
crystalline,hissfree,9
hissfree,blast,7
blast,Madonna's,8
Madonna's,Like,9
Like,A,4
A,patch,5
Virgin,emenating,7
emenating,CD,9
CD,player,6
player?,asked,6
asked,magazine,7
magazine,Mobile,6
Karl,Elsener's,8
Elsener's,knife,8
knife,Swiss,4
Swiss,Army,5
Army,Knife,5
Knife,1891,5
1891,number,6
number,we're,5
20,CDP101,5
list,gadgets,6
Gadgets,needed,6
said,crackdown,7
feature,surprisngly,11
surprisngly,low,11
low,list,3
list,gadgets,6
include,sextant,7
original,Zafi,7
telephone,games,8
23rd,Nintendo,7
Nintendo,GameBoy,7
GameBoy,25th,7
25th,Pulsar,6
Pulsar,quartz,5
quartz,digital,6
digital,age,6
watch,36th,3
36th,The,4
The,US,3
list,gadgets,6
contains,plenty,7
plenty,oddities,7
oddities,Pez,7
Pez,sweet,4
sweet,dispenser,6
dispenser,98th,9
98th,1980s,3
1980s,toy,5
toy,Tamagotchi,9
Tamagotchi,86th,8
86th,bizarre,7
bizarre,Ronco,7
Ronco,inside,6
inside,shell,6
shell,egg,4
egg,scrambler,9
scrambler,"84th

Why",9
"84th

Why",worry,8
worry,mobile,5
mobile,phones,6
phones,conceded,6
Soon,subsumed,8
subsumed,PDA's,8
PDA's,laptops,6
laptops,getting,6
"etc

What",Marine,9
Marine,Chronometer?,9
Chronometer?,Completely,7
Completely,revolutionised,12
revolutionised,navigation,9
navigation,boats,8
boats,use,5
use,ink,3
centuries,For,8
For,it's,4
it's,TV,4
time,Chinese,5
technological,"marvel!

Sony",13
"marvel!

Sony",Net,12
Net,Minidisc!,9
Minidisc!,It,9
It,dries,5
paved,way,4
way,unleashing,9
mp3,player,6
player,instant,7
explode,market,7
market,prices,5
I,prefer,6
NetMD,"it

A",5
"it

A",laptop,6
laptop,PC,6
computer,games,6
gadget!,It's,7
It's,working,7
working,"tool!

The",9
"tool!

The",Sinclair,10
Sinclair,Executive,7
Executive,world's,9
world's,pocket,6
pocket,calculator,8
calculator,I,10
I,prefer,6
think,"well

How",9
"well

How",clockwork,8
clockwork,radio?,8
radio?,Or,6
Or,GPS?,4
GPS?,Or,4
Or,GPS?,4
pocket,calculator,8
calculator?,All,9
All,100000,6
things,it's,4
useful,real,4
real,people,4
people,China,6
PC,sale,4
magazine,Mobile,6
"editors

Are",people,10
people,China,6
created,telco's,7
list,gadgets,6
insane,?,6
?,Surely,6
Surely,important,8
important,step,8
gadget,time,5
modern,age,5
age,The,2
mobile,phones,6
phone?,It,6
It,dries,5
revolutionalised,communication,12
communication,said,11
said,crackdown,7
niche,market,5
market,prices,5
laptop,PC,6
From,outside,7
outside,modern,7
modern,age,5
age,The,2
marine,chronometer,8
chronometer,1761,11
single,important,9
important,step,8
gadget,time,5
modern,age,5
transportation,systems,12
systems,Water,5
evolved,"quickly

Has",11
"quickly

Has",forgot,12
forgot,Breville,8
Breville,pie,6
pie,"maker??

An",10
"maker??

An",interesting,9
interesting,list,9
list,gadgets,6
Of,electronic,10
electronic,Christmas,10
gadgets,includes,7
thousands,picture,9
journalists,early,9
early,1980s,5
1980s,toy,5
blessed,original,8
original,Zafi,7
noteboook,pc,9
pc,,2
,German,6
Tandy,100,5
100,chosen,6
The,US,3
size,A4,4
A4,paper,5
paper,cards,4
light,kind,4
weeks,downloaded,9
set,strict,4
batteries,excellent,8
excellent,response,8
keyboard,modem,7
modem,A,5
A,patch,5
pity,Tandy,4
Tandy,100,5
DOS,"compatible

What's",18
"compatible

What's",Apple,15
Apple,laptop,5
Powerbook,100,9
100,chosen,6
?,Surely,6
It's,working,7
date,release,5
,German,6
gadget,time,5
Surely,important,8
simple,timeless,4
timeless,,8
,German,6
tin,opener,5
opener,Swiss,6
Swiss,Army,5
Army,Knife,5
Knife,1891,5
safety,razor,5
razor,blade,5
blade,wristwatch,9
wristwatch,thing,9
thing,taking,2
taking,extra,6
stones,horses,4
horses,hooves,2
hooves,"?

It",6
"?

It",mobile,6
mobile,phones,6
phone,upload,4
No,single,6
single,important,9
device,stripped,6
effect,way,6
way,unleashing,9
living,short,6
short,space,4
space,"time

The",8
"time

The",ball,9
ball,point,5
point,reached,7
pen,paper,3
got,common,5
common,metaphor,7
gadgets,includes,7
Also,grateful,8
grateful,pocket,7
pocket,calculator,8
calculator,I,10
great,feedback,6
improvement,slide,10
slide,"rule

The",7
"rule

The",Casio,9
Casio,QV10,5
pocket,calculator,8
calculator,I,10
played,simple,6
simple,timeless,4
game,graphics,6
tinny,noises,5
noises,hot,5
hot,gadget,5
gadget,time,5
1980,A,4
A,patch,5
true,gadget,5
gadget,time,5
carried,stories,4
shown,"off

All",8
"off

All",10,8
10,includes,8
electronic,Christmas,10
toys,list,4
list,gadgets,6
probably,exported,8
better,business,6
reflection,current,8
current,hightech,7
hightech,obsession,9
obsession,anyhting,8
anyhting,I,8
I,prefer,6
Swiss,Army,5
Army,Knife,5
Knife,1891,5
No,single,6
"20

Sinclair",QL,12
QL,machine,7
machine,textbook,8
far,Huaral,4
ahead,time,5
time,Chinese,5
The,US,3
home,work,3
machine,textbook,8
true,gadget,5
multitakings,OS,12
OS,Shame,5
Shame,marketing,8
marketing,overheads,8
"bad!!!

Apple",triumph,12
triumph,fashion,7
fashion,"else

Utter",10
"else

Utter",rubbish,11
rubbish,Yes,6
Yes,Apple,5
Apple,laptop,5
laptop,PC,6
Sony,Walkman,7
Walkman,number,7
classic,gadgets,7
gadgets,includes,7
But,dance,5
sextant,1731,7
marine,chronometer,8
